	Year	Num	Non_EU_country	Sentence
293	1997	enb1273e	['Canada', 'United States', 'United Kingdom']	John Ashe (Antigua and Barbuda), Chair of the working group on Article 13 on finance reported disagreement over bracketed references to provision of financial resources “through the financial mechanism” defined by Article 11 and over guidance to the mechanism. The PHILIPPINES, for the G- 77/CHINA, proposed deletion of the text in brackets. The UK, for the EU, and supported by the US, CANADA and JAPAN, said it was necessary to specify the financial mechanism to avoid any ambiguity. Chair Estrada, supported by NIGERIA, suggested deletion.
294	1997	enb1273e	['Russia', 'Canada', 'United States']	On sinks, Chair Estrada asked for informal consultations to consider several questions including, inter alia, a proposal that a subsidiary body could work on sinks in June 1998, and report to COP-4 prior to entry into force of the protocol. The RUSSIAN FEDERATION said the nature of the issue’s resolution would determine his view of the protocol. The MARSHALL ISLANDS, COSTA RICA and URUGUAY said they were ready to adopt the existing draft text. CANADA said there is an inconsistency in the proposal’s treatment of harvesting, which would cause Canada “enormous pain,” and reforestation, which would not offset the penalty from harvesting. MEXICO asked the Chair to include conservation activities in the consideration of a definition of sinks. Chair Estrada said that the necessary analysis and definitions were not yet available. The US said the text might not be resolved until calculations regarding targets had been completed. Chair Estrada said his suggested definitions would point to lower numbers. It was best to be clear and transparent on what Parties were planning to do and adopt common standards. The EU urged caution to avoid perverse incentives.
185	1997	enb1275e	['Kazakhstan']	Many countries, including KAZAKHSTAN, EGYPT, ZIMBABWE, ZAMBIA, MALAWI, CAMBODIA, SOLOMON ISLANDS, LAOS, URUGUAY, VIET NAM, GAMBIA, KENYA, TUNISIA, MYANMAR, NIGER, UGANDA, MOROCCO, LESOTHO, SWAZILAND emphasized the need for technology transfer, financial resources and capacity building to address climate change. Some countries, such as PERU, CHILE and COLOMBIA, supported a clean development fund. BELGIUM called for a more equitable way of sharing technologies between North and South.
290	1997	enb1273e	['Norway']	"NORWAY summarized the draft on Article 4, the EU ""bubble."" He noted an impasse on two alternatives, one from the EU and one from other contact group members. The second alternative emphasizes that allocation of emissions under the ""bubble"" would be legally binding. Another section would cap rearrangements of allocations, and text is included to take account of changes in or enlargement of regional economic integration organizations."
291	1997	enb1273e	['Canada', 'United States']	"IRAN reported on negotiations on minimizing the adverse effects of climate change through policies and measures. He proposed alternative text based on a draft decision by Zimbabwe and Uganda calling for an SBI review of actions to meet developing country needs-related adverse effects. Both contain a bracketed reference to [establishment of measurements of compensation]. The US, the EU, POLAND, AUSTRALIA, and CANADA said compensation was unacceptable and the paragraph should be deleted. SAUDI ARABIA, the G- 77/CHINA, INDONESIA, UGANDA, URUGUAY, KUWAIT, NIGERIA, the UNITED ARAB EMIRATES, CHINA, VENEZUELA, BAHRAIN and EGYPT supported removing the brackets. ZIMBABWE suggested ministerial consideration of the proposal under FCCC Article 4.8. NEW ZEALAND objected to compensation, but supported Uganda's proposal to replace ""compensation"" with ""impacts."" The Chair suggested replacing the existing paragraph with Iran's text, with the entire text bracketed."
292	1997	enb1273e	['United States']	Bo Kjellén (Sweden), Chair of the working group on Article 12, reported that numerous alternative texts remained to be decided. A document was distributed outlining the status of negotiation, including alternative texts and some new proposals. Chair Estrada invited Parties to negotiate on the basis of Kjellén’s alternatives. The US introduced a new proposal on the transfer of environmentally sound technologies (ESTs).
184	1997	enb1275e	['Turkmenistan', 'Kazakhstan']	Other speakers, such as KAZAKHSTAN, NIGER, VIET NAM, KIRIBATI, EGYPT, JORDAN, LEBANON, ECUADOR, URUGUAY, LESOTHO, KENYA, BAHRAIN, TURKMENISTAN and SLOVENIA recounted the effects of climate change and national efforts to address these problems and lower GHG emissions. BHUTAN noted its effort to maintain its forests as carbon sinks. FIJI stated that island states would experience the worse effects of climate change. CUBA noted that even under an unfair economic blockade it has taken action on climate change as a small island developing country.
135	1997	enb1271e	['United States']	A number of the key elements in a final agreement are the subject of bilateral and multilateral contacts on the fringes of the negotiation. One important example is the bilateral contact between the US and Brazil to discuss the fate of the proposed clean development fund. Observers believe that the US has come to view the initiative as the key to a neat fix, linking a number of their interests, including emissions trading, and engaging some developing countries in meaningful participation with the promise of generating funds for technology. Asked about the US interest in the clean development fund, an EU representative warned that multiple loopholes would render targets meaningless.
155	1997	enb1269e	['Canada']	Canada said that delegates must come away from Kyoto confident that key developing countries, especially those whose emissions are large and growing, will ultimately be part of a processs leading to a solution. Developing countries should take care not to feed ammunition to those people who would cite their arguments as an excuse for doing nothing. Canada stated that equivalency of effort is an important objective if their target must be “sold” domestically. An acceptable way to appropriately recognize national circumstances must be found, and differentiated targets could be included. He said that while the EU’s wish to act jointly is understandable, he remains unpersuaded that this approach would be equitable. A major problem inherent in the EU “bubble” approach is its allowance for wide differentiation of targets within the EU, while denying differentiation to others. The effect of future additions of EU member states also presents a problem.
186	1997	enb1275e	['Armenia', 'Azerbaijan Democratic Republic']	LATVIA said Annex I countries should lead the process of GHG reduction, but developing countries should demonstrate the political will to follow. SLOVAKIA agreed to commit to reductions even if its economy is not highly developed. ESTONIA said advanced developing countries should begin adopting some commitments. THAILAND supported dividing developing countries into two groups with different timeframes for reaching targets while calling for support and leadership from developed countries. AZERBAIJAN, ARMENIA and CROATIA said difficulties in the transition to a market economy should be taken into account.
134	1997	enb1271e	['Russia', 'Norway']	Harald Dovaland (Norway) reported on informal consultations conducted on the European “bubble” contained in Article 4 and said that further clarifications were needed on the meaning of terms within the article. He said that the EU was trying to find ways to accommodate delegations’ concerns. Chair Estrada urged the group to continue its consultations in order to report on progress to the COP as soon as possible. The EU stated that it would not be in a position to continue consultations until the Ministers arrived, given the significance of the issue for the EU. Chair Estrada ruled that he would not wait for the high- level segment and would proceed to submit existing proposals for decision by the COP. The Russian Federation supported the Chair’s ruling.
188	1997	enb1275e	['Kazakhstan']	KAZAKHSTAN, SLOVENIA, LATVIA and ESTONIA supported emissions trading but emphasized strong monitoring and compliance mechanisms. POLAND called for a budget approach to allow countries that reduce emissions before 2000 to bank those credits against later emissions. MALAWI, URUGUAY, ETHIOPIA, COLOMBIA and ROMANIA welcomed activities implemented jointly (AIJ). CAMBODIA said emissions trading and joint implementation (JI) could be useful if focused on clean technology dissemination. The PHILIPPINES cautioned against using sinks, emissions trading and JI.
189	1997	enb1275e	['Norway', 'Ukraine', 'Iceland', 'United States', 'Russia', 'Canada']	Delegates indicated that a number of major issues were still in play after the adjournment of the COW early Wednesday. A revised sinks text was reportedly circulating. Several delegations suggested they were not yet ready to accept the quantified emission limitation and reduction commitment in the Chair's draft Annex A, which put the EU at -8 percent, the US, Russia, Canada and Ukraine at -5 percent, Japan at -4.5 percent, New Zealand even, Australia and Norway at +5 percent, and Iceland +10 percent compared to 1990 levels. Delegates are also thought to be re- crafting the proposal on evolution, a follow-up to New Zealand's bid to get developing countries on board.
739	1997	enb1270e	['United States']	"Formulae for differentiation have begun to proliferate, with at least two suggestions that would form a number of groups or categories among Annex I parties. A Japanese delegate said Japan's proposal for three categories is under active consideration. The proposers have, however, distanced themselves from suggestions that their proposal would set a reduction target for the US at 3.5 % and for the EU at 7.5 %. The EU has indicated that it will not settle for a higher target than the US. The EU's position on differentiation is that Parties should follow the EU ""bubble"" example and form burden sharing groups. For example, a number of EU spokespersons have suggested that the US could join its NAFTA partners. The US has not yet detailed its preferred approach to differentiation."
738	1997	enb1270e	['United States']	"Under Kuwait's proposed amendment, Parties shall provide financial resources, including the transfer of technology, as the COP may decide they are needed by the developing country Parties. Kuwait said the developing countries can only lower emissions through technology, but resources made available to date have been inadequate. The EU, supported by the US and JAPAN, said donors should not place their resources in the hands of the COP. SAUDI ARABIA said the amendment came in reaction to the EU proposal, which upsets the Convention's ""delicate balance."" NIGERIA said linkages between the two proposals must be considered. Bakary Kante (Senegal) will conduct informal consultations."
736	1997	enb1270e	['Turkey', 'United States', 'Azerbaijan Democratic Republic']	On Item 3(e), Review of information and possible decisions under Article 4.2(f), delegates agreed on the proposal that Croatia, the Czech Republic and Slovakia replace Czechoslovakia in Annex I. Delegates debated at length a proposal by Azerbaijan and Pakistan to delete Turkey from Annex I and Annex II. IRAN, TURKEY and KUWAIT supported the proposal. The EU and AUSTRALIA maintained that Turkey should indicate willingness to undertake Protocol obligations under Article 10 before its deletion from the Annexes. The US suggested continuing consideration of this proposal and other OECD members relationship to Annex I at COP-4. TURKEY noted that questions remain unanswered on the Protocols proposed Article 10 and requested that ministers discuss the matter on 10 December. The Chair proposed that Luis Herrera (Venezuela) undertake consultations on these amendments.
187	1997	enb1275e	['Monaco']	AUSTRIA and ITALY described their target within the EU proposal. AUSTRIA said the number of outstanding issues underscores the need for a follow-up process. ITALY highlighted domestic increases in renewable energy investments. FINLAND highlighted its actions on climate change and called national actions the most critical. IRELAND noted that its indicative emissions target for 2010 represents a 15% increase over 1990 levels rather than the 55% increase that would be realized otherwise. The CZECH REPUBLIC and MONACO supported the EU's targets and policies and measures for achieving them.
737	1997	enb1270e	['Russia']	The EU said objections to the protocol may remain at the end of COP-3 and a decision-making procedure would be needed. The RUSSIAN FEDERATION emphasized that voting is not the way to adopt an important international instrument. VENEZUELA said the amendment and its provisional application must be considered separately. Sergio Alejandro Zelaya Bonilla (Honduras) will conduct informal consultations.
395	1998	enb1288e	['Norway']	Regarding the election of officers, the following delegates were elected: Papa Cham (the Gambia); Mohamed Al Sabban (Saudi Arabia); T. Gzirishvili (Georgia); Harald Dovland (Norway); Ole Ploughmann (Denmark); Espen Rnneberg, (Marshall Islands); John Ashe (Antigua and Barbuda); Bakary Kante (Senegal); Kok Kee Chow (Malaysia); and Maciej Sadowski (Poland).
159	1998	enb1296e	['United Kingdom']	The UK, with GHANA, said scientific uncertainty should not be used as an excuse for inaction. DENMARK called for a Buenos Aires deal that calls upon developed countries to commit themselves to provide additional funds to developing countries and address their obligations under the FCCC and the Protocol. In return, developing countries must agree to work out the necessary national strategies to allow for a constructive review process. AOSIS called for a clear and ambitious timetable to elaborate the Protocol. The G-77/CHINA said their participation in mitigating climate change depends on the effective implementation of developed country Party commitments in the field of technology transfer and financial resources. JAPAN and the EU stressed the need to maintain the momentum of Kyoto, and with FINLAND, called for the creation of a clear and efficient work plan giving priority to developing country concerns. LATVIA supported the EU proposal for a Buenos Aires work plan.
467	1998	enb1294e	['United States']	The joint SBSTA/SBI session discussed the review of progress under the pilot phase of AIJ, Protocol Articles 6, 12, and 17, and preparations for COP/MOP-1. On the review of progress under the AIJ pilot phase, Chair Cornelia Quennet-Thielen (Germany) presented a draft decision (FCCC/SB/1998/CRP.3) based on informal consultations. The G-77/CHINA opposed text on crediting for AIJ pilot phase projects and proposed an amendment on continuing the AIJ pilot phase, focusing on developing countries. The US and SLOVENIA opposed the change, noting it excluded certain groups of Parties. AUSTRALIA said incentives were needed for the private sector. The draft decision was forwarded to Plenary.
303	1998	enb1289e	['Norway', 'Switzerland', 'United States']	SWITZERLAND, with NORWAY, JAPAN, SLOVENIA, the EU, the US, AUSTRALIA and COLOMBIA, contended that the AIJ pilot phase provided lessons for the flexibility mechanisms. A review of the AIJ pilot phase for COP-5 will support the development of this work. POLAND observed that a review of the process could explain why some countries are excluded and resolve some of the concerns of the G-77/CHINA. After an extensive debate, the co-chairs indicated that informal negotiations would be held on this matter.
317	1998	enb1290e	['Switzerland']	The EU stated that the mechanisms should be developed parallel to and consistent with each other. He said domestic actions should be the primary means of emissions reductions and the mechanisms should be supplemental. He called for the definition of a quantitative and qualitative ceiling based on equitable terms. SWITZERLAND suggested the creation of a compliance mechanism. The EU, SWITZERLAND and SLOVENIA said COP- 4 should agree on as many principles as possible and adopt detailed schedules on enacting the Kyoto Protocol. AUSTRALIA said the flexibility mechanisms were to be open, market-based, transparent, cost effective and equitable; provide comprehensive coverage, including sinks; and be fungible. With NEW ZEALAND, she opposed restrictions on trade in assigned amounts, characterizing them as inequitable, costly, arbitrary and difficult to implement.
394	1998	enb1288e	['Russia']	The RUSSIAN FEDERATION reminded delegates that within 15 years, emissions from non-Annex I countries would exceed those of Annex I countries. The CZECH REPUBLIC, with HUNGARY and SLOVENIA, supported the inclusion of Item 6 and noted that it could foster useful debate and dialogue. POLAND said if Parties wanted to adhere to FCCC goals, they should be encouraged to assume voluntary commitments. This dialogue would reflect the dynamic situation in the global economy and changes within Parties.
301	1998	enb1289e	['Canada', 'United States']	On the schedule of meetings for 2000-2001, the EU, supported by CANADA and AUSTRALIA, proposed that COP-5 be held in 2000 rather than 1999. With SAUDI ARABIA, CHINA, VENEZUELA and NIGERIA, MAURITANIA objected to this proposal. If the COP is postponed, he said governments might not feel the pressure to ratify the Protocol. CHINA noted that several issues under the Convention remain unresolved and time is needed to prepare for the Protocols entry into force. NIGERIA objected to the US proposal for alternating ministerial and non-ministerial COPs. CANADA called for consultations on this issue under the guidance of the Chair.
158	1998	enb1296e	['Norway']	FRANCE noted that developing country emissions are increasing and called for timely provision of financial support and technology transfer. With ECUADOR, FINLAND, the CARICOM states, the GAMBIA, VENEZUELA, CHINA, ECUADOR, BENIN, TANZANIA and UGANDA, he highlighted the need for additional financial support, sustained transfer of information and technology, capacity building and institutional strengthening. SUDAN stressed technology transfer irrespective of political relations or racial considerations. NORWAY recognized the role of industry in technology transfer. The NETHERLANDS highlighted the need for increased financial flows to the most vulnerable countries.
161	1998	enb1296e	['United States', 'Iceland']	GHANA said the challenges of climate change mitigation and adaptation present an additional burden to developing countries and with the CARICOM states, ICELAND, AUSTRALIA, the US, SAUDI ARABIA, NEW ZEALAND and the G-77/CHINA called for elaboration of mechanisms under the Kyoto Protocol. The CENTRAL AMERICAN STATES stressed the importance of sinks and supported the G-77/China proposal to prioritize the CDM and operationalize it by 1 January 2000. With CHILE, he proposed an interim phase of the CDM. IRELAND supported the EU call for clear qualitative and quantitative ceilings on the use of the flexibility mechanisms. The COOK ISLANDS, MARSHALL ISLANDS, NAURU, NIUE, TUVALU, ALGERIA and the CARICOM States expressed concern that the flexibility mechanisms are a way of avoiding domestic responsibility. THAILAND said the CDM should not be the sole means of technology transfer.
319	1998	enb1290e	['Turkey']	Delegates considered the review of information and possible decisions under Article 4.2(f), which addresses amendments to FCCC Annexes (FCCC/CP/1998/13; FCCC/CP/1997/MISC.3). The Chair recalled that informal consultations were held during the last two sessions but no consensus emerged. PAKISTAN requested Parties to delete Turkey from Annex I. TURKEY said it remained unable to sign the FCCC while in Annex I. The EU said all OECD countries should have legally binding targets. Informal consultations will be held .
298	1998	enb1289e	['Canada']	MARSHALL ISLANDS, supported by BRAZIL, BARBADOS and TUVALU, said the draft decision would lead to special dispensations prior to the Kyoto Protocols entry into force and could create an incentive for emissions increases in Annex I countries. With AUSTRIA, CANADA and BARBADOS, he requested more time for consultations. AUSTRALIA recognized the impact of special projects on small economies and supported establishing guidelines and methodologies to specify circumstances under which special projects could be accommodated. CANADA and BRAZIL said the draft decision could set a precedent affecting the integrity of the Protocol. BRAZIL noted that the Kyoto Protocol provides for mechanisms enabling Annex I Parties to seek lower- cost alternatives for emission reductions.
300	1998	enb1289e	['United States']	On the Scientific and Methodological Aspects of the Proposal from Brazil, BRAZIL described it as the allocation of responsibilities among different emitters based on their actions as measured by the increase in global temperatures rather than by emissions. INDONESIA supported discussion of the issue. GEORGIA stressed that monitoring of GHGs needed enhancement. The US said that using temperature change as the sole indicator of responsibility ignored relevant socio-economic factors. The EU supported the thoughtful Brazilian proposal.
299	1998	enb1289e	['United States', 'Iceland']	The US said the differentiation in assigned amounts in the Protocol allows for differences in national circumstances. He stated that Icelands draft decision was consistent with the Protocol. ICELAND noted that this issue was identified at COP-3, and raised it now to facilitate its ratification of the Protocol. He distinguished between significant proportional impacts resulting from planned projects, and unexpected events. The Chair asked Ole Ploughmann (Denmark) to conduct consultations and prepare a draft decision for SBSTA.
604	1998	enb1287e	['United States']	MEETINGS OF THE FCCC SUBSIDIARY BODIES: The subsidiary bodies of the UN Framework Convention on Climate Change (FCCC) met from 2-12 June 1998 in Bonn, Germany. These were the first formal FCCC meetings since the adoption of the Kyoto Protocol at the Third Conference of the Parties (COP-3) in December 1997. The eighth session of SBSTA (SBSTA-8) agreed to draft conclusions on, inter alia, cooperation with relevant international organizations, methodological issues, and education and training. The eighth session of SBI (SBI-8) reached conclusions on, inter alia, national communications, the financial mechanism and the second review of adequacy of Annex I Party commitments. In its sixth session, the Ad Hoc Group on Article 13 (AG13) concluded its work on the functions of the Multilateral Consultative Process (MCP). After joint SBI/SBSTA consideration and extensive contact group debates on the flexibility mechanisms, delegates could only agree to a compilation document containing proposals from the G-77/China, the EU and the US.
160	1998	enb1296e	['Russia', 'Norway', 'United States']	NEW ZEALAND, the RUSSIAN FEDERATION and the US supported the Argentine voluntary commitment. With the US and HUNGARY, AUSTRALIA called for meaningful participation and future voluntary commitments appropriate to individual circumstances and with QATAR, NORWAY, PERU and SENEGAL stressed the principle of common but differentiated responsibilities.
157	1998	enb1296e	['Russia', 'Norway']	A number of countries, including the EU, GAMBIA, JAPAN, SWEDEN, SYRIA, CROATIA, NEW ZEALAND, RUSSIAN FEDERATION, EGYPT, NEPAL SPAIN, GHANA and the G-77/CHINA, stressed that: active leadership to prevent global warming must come from developed country Parties; domestic action must provide the main means for meeting commitments to combat climate change; and noted that flexibility mechanisms were supplemental and their use must be subject to strict rules of accountability and compliance. PERU said the inaction of developed countries sends dangerous signals to non-Annex I countries. NORWAY said developed countries must accept even more ambitious targets in the future. Recognizing the vulnerability of small island states, NEW ZEALAND called for support to AOSIS.
320	1998	enb1290e	['Norway', 'Switzerland', 'United States', 'Russia', 'Canada']	NORWAY, with the EU, AUSTRALIA, the US and CANADA, stated that: the national communications and their review were important to the Convention process; reporting issues and guidelines require increased attention; and the Secretariat should conduct more analytical work. The EU, NEW ZEALAND, the US, SWITZERLAND, CANADA and NORWAY said the third national communication should be due in 2001. The EU, NORWAY and the US supported the Secretariat's proposed paper on comparison of activity data, but sought clarification on several technical and procedural issues. A contact group co-chaired by Alexander Metalnikov (Russian Federation) and Mahmoud El Gaouth (Mauritania) will consider the issue.
321	1998	enb1290e	['Switzerland', 'United States']	The EU said communications should be considered on a country- level basis and more frequent workshops would be beneficial. SWITZERLAND and AUSTRALIA underscored that non-Annex I communications undergo a review process similar to Annex I. Dan Reifsnyder (US) will chair a contact group on this issue.
456	1998	enb1293e	['Russia']	The RUSSIAN FEDERATION suggested deleting the requirement of a Report from the Secretariat, as the IPCC Report could provide the required information. The Chair clarified there would be two separate reports and was confident Parties would be able to reach credible conclusions. The CENTRAL AFRICAN REPUBLIC proposed deleting the requirement for the Secretariat to compile the conclusions of the joint workshop. The EU and CHINA opposed the suggestion as it would mean additional work for the IPCC. The Chair clarified that the Secretariat was only to compile the information provided and not rewrite the IPCC document. The RUSSIAN FEDERATION suggested requesting the Secretariat to compile only a three-page report. The draft decision was adopted, despite the objection of the Russian Federation.
302	1998	enb1289e	['Canada', 'United States']	Regarding the contact group convened to consider FCCC Articles 4.8 and 4.9 (adverse effects) and the related articles of the Kyoto Protocol (2.3 and 3.14), SAUDI ARABIA stressed the need for an unambiguous text that could be adopted by the COP. MAURITANIA called on the Secretariat to provide more detailed information regarding the Parties that provide and receive funds. BOLIVIA suggested a mandate be given to the Secretariat to investigate current practice under Articles 4.8 and 4.9. The US and CANADA indicated that the issues raised by Articles 4.8 and 4.9 and the subsequent decisions should be separate. With AUSTRALIA, they said the issue should be considered in a non- political manner. The EU acknowledged the concerns of developing countries and suggested prioritizing the development of effective mitigation measures and the compilation of technical information.
156	1998	enb1296e	['United States', 'Kazakhstan']	The US, THAILAND, PERU and TUVALU announced their signature of the Kyoto Protocol. TRINIDAD and TOBAGO, on behalf of CARICOM and HAITI, said BAHAMAS will sign the Protocol this week. MICRONESIA, ITALY, CHILE, LITHUANIA, CYPRUS and the SOLOMON ISLANDS stated that they were in the process of ratifying the Protocol. JAPAN and SLOVENIA called for the early signing and ratification of the Protocol. KAZAKHSTAN expressed willingness to undertake obligations and enter into Annex B of the Kyoto Protocol through Annex I of the FCCC.
465	1998	enb1294e	['United States']	Co-Chair John Ashe (Antigua and Barbuda) presented the draft decision on the financial mechanism. He noted that there were no brackets in the text, but one group had indicated its dissent. The EU bracketed paragraphs on GEF funding for implementing adaptation responses and meeting full agreed costs. The US bracketed language on international centers. The G-77/CHINA bracketed the entire text. The text was accepted with brackets. SBI then adopted the draft report of its ninth session (FCCC/SBSTA/1998/L.8)
457	1998	enb1293e	['Canada', 'United States']	The contact group on mechanisms met to debate a draft work programme on mechanisms. The G-77/CHINA submitted a proposed work programme containing an extensive list of issues, embodying a step-by-step approach and prioritizing the CDM. In response, the US, supported by CANADA and AUSTRALIA, suggested the contact group address four questions: what type of decision should be made, when, by whom, and how it should move forward. He added that there were two options, negotiate the items or keep the list of items open. The EU said the G-77/China draft programme lacked inter alia, a clear timeline, deadlines and allocation of work to different bodies. They rejected the prioritization of work, calling for parallel development of all three mechanisms. The Co-Chairs introduced a draft decision on mechanisms, taking into consideration the views expressed at the Group, admitting that it was outside their mandate. Australia said the issues settled at Kyoto should not be re-opened. As of 10:30 p.m. the delegates were unable to reach agreement and were continuing deliberations. They will meet from 11:00am-2:00pm on Tuesday.
462	1998	enb1294e	['United States']	Delegates adopted most of the text unchanged, modifying the preamble to reflect the role of the private sector in some countries. A paragraph requesting SBSTA to establish a consultative process to consider the issues listed in the Annex engendered debate. The G-77/CHINA favored retaining reference to a technology transfer mechanism and considering the paragraph along with a bracketed reference in the Annex, which required consideration of appropriate mechanisms for technology transfer with the UNFCCC. The PHILIPPINES suggested a body was needed to operationalize the process, adding that experts involved in the consultative process should be from the FCCC roster of experts. The US, with the EU, said the aim of the consultative process should be meaningful and effective action. The G-77/CHINA favored technology transfer mechanism, but indicated willingness to accept meaningful and effective action if brackets were removed from the Annex.
204	1998	enb1291e	['Canada', 'Switzerland', 'United States', 'Monaco']	SWITZERLAND supported the draft decision but suggested possible amendments to the timeframe and scope of work. The US proposed amending the decision to reflect the differing legal status of the Convention and the Protocol. The EU, supported by MONACO, noted the need to specify ways to facilitate cooperation and stressed coordination of IPCC and FCCC activities through a joint working group. He proposed establishing a compliance mechanism and scheduling a meeting for early 1999. JAPAN noted the need for time for consultation and difficulties in combining ongoing work under the FCCC and the Protocol. He opposed deadlines for setting compliance procedures until the mechanisms were elaborated. CANADA called for a balance between the Convention and the Protocol and said Protocol issues need attention so that Parties will ratify it.
207	1998	enb1291e	['Canada', 'United States']	The contact group on the implementation of Article 4(8) and (9) (adverse effects on developing countries), chaired by Bo Kjellen (Sweden) and Mohammad Reza Salamat (Iran) met to discuss a non-paper prepared by the Chairs. The G-77/CHINA suggested requesting the Annex I Parties to include information on possible impacts in their national communications. Discussion revolved around inter alia: the need for information on the adverse effects of climate change and the impacts of response measures; the nature of information needed; the party responsible for providing the information; and the right forum to present the information. SAUDI ARABIA, LIBYA and other developing countries stressed that information be provided by Parties that had capacity and resources. The US, with JAPAN, CANADA and others, objected to the proposal, as it was impractical if not impossible to assess impacts outside their borders. The Chairs took the views of Parties under advisement.
206	1998	enb1291e	['Switzerland', 'United States']	With SWITZERLAND, the EU recognized that there is a link between the Montreal and Kyoto Protocols. He requested the subsidiary bodies to provide a list of available technologies to limit and reduce emissions of HFCs and PFCs. The US, with AUSTRALIA, said there should be coordination between international environmental agreements, but the process required careful consideration given the possible implication on industry. He proposed that SBSTA consider the impact of the phase out of substances covered under the Montreal Protocol and asked that they consult with that body. Chairman Chow proposed that he hold consultations on this matter.
122	1998	enb1292e	['Switzerland', 'United States']	The joint contact group on mechanisms, chaired by Luiz Gylvan Meira Filho (Brazil) and Yvo de Boer (Netherlands) met on Friday to discuss a work programme prepared by the Co-Chairs. The G- 77/CHINA stressed the need for a clear section devoted to the nature and scope of the mechanisms to facilitate comparison. He added that the mechanisms should not exacerbate the economic disadvantage of certain countries, and called for the CDM to be discussed on a priority basis. HONDURAS, supported by several Latin American countries, suggested expeditious creation of the CDM, calling for an interim phase approach to develop guidelines and rules. The US stressed parallel progress on all mechanisms. The EU preferred a general, rather than a detailed, debate. NEW ZEALAND stressed the importance of developing a timeline for discussion. Several Parties expressed concern about the length of the draft work programme. SWITZERLAND provided the Chairs with a two-page work programme. The contact group met on Saturday to continue discussion on the work programme, with a much-shortened version prepared by the Co-Chairs that included the Honduran interim phase proposal. After some discussion, the Chair acknowledged differences in views among the Parties, but said they were not incompatible. He suggested the Parties conduct informal discussions and reconvene on Monday.
205	1998	enb1291e	['United States']	The Chair said Protocol Articles 2.3 and 3.14 were within the scope of the contact groups work and the group would determine its own agenda. KUWAIT, NIGERIA and SAUDI ARABIA sought a clear mandate for the contact group to consider Articles 2.3 and 3.14. The US, JAPAN and AUSTRALIA said decision 3/CP.3, which specified the mandate of the contact group, did not require specific consideration of Protocol Articles 2.3 and 3.14. The EU said the issue merited discussion but it was unnecessary to highlight specific articles.
121	1998	enb1292e	['United States']	The contact group on the financial mechanism, chaired by John Ashe (Antigua and Barbuda) and Dan Reifsnyder (US), met to discuss additional guidance to and status of the Global Environmental Facility (GEF). The group first discussed a draft decision presented by the G-77/CHINA (FCCC/CP/1998/MISC.3/Add.1). While the EU supported the overall framework of the G-77/China draft decision, with the US, he said it should not include funding for stage II and III processes. AUSTRALIA indicated that he might support stage II efforts now and stage III.
123	1998	enb1292e	['United States']	The contact group on technology met on Friday and Saturday to discuss the proposals for a draft decision put forward by the US, EU and G-77/China. The G-77/CHINA presented the principles of the proposed technology transfer mechanism, drawing upon the US and EU proposals. Further functions or features would be determined as the process develops. The US reiterated its view on market based technology transfer, noting that the Kyoto Protocol places technology transfer and the market at the core of the deliberations. Co-Chair Christ suggested the cat, as the process was referred to, could represent consultation and capacity, access and advice on barrier removals and technology transfer. She cautioned against duplication of ongoing activities, such as the preparation of the IPCC Special Report on Methodological and Technical Issues in Technology Transfer. The PHILIPPINES questioned the need for further material compilations and said although market based transfer exists, it was not effective and required further measures. The Co-Chair proposed that the Secretariat integrate the three proposals. The delegates discussed the new draft at length and made significant progress. On Saturday evening, the meeting adjourned to allow further consultations on the outstanding issues relating to what to call the process.
209	1998	enb1291e	['United States']	The US opposed the reference to non-commercial, preferential terms citing its rejection when the Convention was being negotiated in favor of the market which was understood as the best way to proceed. SIERRA LEONE said the failure of the market approach to technology transfer was the reason to deliberate on how to proceed. The EU supported AUSTRALIA in proposing a clearinghouse mechanism similar to the one under the Convention on Biodiversity. He opposed the creation of a new financial mechanism. The delegates debated, inter alia: the necessity, possible form and functions of the TTM; issues relating to the transfer of public domain technology; the features of a consultative process; and the role of dialogue between Parties.
466	1998	enb1294e	['Norway', 'Iceland', 'Switzerland', 'United States', 'Russia', 'Canada']	The contact group on flexibility mechanisms considered the initial work programme on Protocol mechanisms. In addition to the G-77/China proposal submitted earlier, draft work programmes were submitted by AUSTRALIA (on behalf of CANADA, ICELAND, NEW ZEALAND, NORWAY, the RUSSIAN FEDERATION and the US), JAPAN, SWITZERLAND and the Co-Chairs. After extensive deliberations, Co-Chair Yvo de Boer (Netherlands) suggested textual amendments. The title of the work programme would include a footnote stating the existence of elements in this list is without prejudice to inclusion of these items in the rules, modalities and guidelines developed for these mechanisms. The discussion on principles would be limited to the application of existing principles, and the references to FCCC Articles 4.8 and 4.9 (adverse effects) would be deleted.
